업종명,업소명,소재지(도로명),소재지(지번),소재지전화,관리기관전화번호,관리기관명
일반음식점,커피비치,"경상북도 구미시 여헌로1길 9-1, 1,2층 (인의동)",경상북도 구미시 인의동 840-2 ,054-472-8785,054-480-5598,경상북도 구미시청
일반음식점,카페죽이야기고아문성점,"경상북도 구미시 고아읍 들성로9길 4-13, 1층",경상북도 구미시 고아읍 문성리 1260-4 1층 ,054-456-6288,054-480-5598,경상북도 구미시청
일반음식점,타코로구미옥계점,"경상북도 구미시 산호대로25길 10-9, 1층 (옥계동)",경상북도 구미시 옥계동 635-3 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,빅스타피자구미옥계점,"경상북도 구미시 옥계북로 96-1, 1층 (옥계동)",경상북도 구미시 옥계동 790-4 1층 ,054-475-7440,054-480-5598,경상북도 구미시청
일반음식점,신가네,"경상북도 구미시 수출대로31길 73, 1층 (황상동)",경상북도 구미시 황상동 200-15 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,봉구스밥버거진평점,"경상북도 구미시 인동36길 6, 1층 (진평동)",경상북도 구미시 진평동 67-3 1층 ,054-473-0997,054-480-5598,경상북도 구미시청
일반음식점,브리얀떼,"경상북도 구미시 상모로10길 4, A동 1층 (상모동)",경상북도 구미시 상모동 49-5 1층 A동 ,,054-480-5598,경상북도 구미시청
일반음식점,오투쭈꾸미,"경상북도 구미시 송동로 16, 1층 (도량동)",경상북도 구미시 도량동 382-4 1층 ,054-453-5252,054-480-5598,경상북도 구미시청
일반음식점,멕시카나치킨문성점,"경상북도 구미시 고아읍 문성로 34, 서희스타힐스 상가동 1층 102호",경상북도 구미시 고아읍 문성리 0 서희스타힐스 ,054-451-9988,054-480-5598,경상북도 구미시청
일반음식점,오성루,"경상북도 구미시 상림로 81-8, 1층 (사곡동)",경상북도 구미시 사곡동 706-6 1층 ,054-461-9899,054-480-5598,경상북도 구미시청
일반음식점,주식회사블루앙쥬,"경상북도 구미시 봉곡서로11길 23, 가동 1층 (봉곡동)",경상북도 구미시 봉곡동 136-2 1층 가동 ,054-456-4069,054-480-5598,경상북도 구미시청
일반음식점,양손꼬치,"경상북도 구미시 인동중앙로3길 27, 로데오빌딩 1층 (황상동)",경상북도 구미시 황상동 305-9 로데오빌딩 1층 ,054-471-9939,054-480-5598,경상북도 구미시청
일반음식점,통큰,"경상북도 구미시 인동32길 40-25, 1층 (진평동)",경상북도 구미시 진평동 147-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,하늘다방,"경상북도 구미시 장천면 상장3길 3, 1층",경상북도 구미시 장천면 상장리 720-7 1층 ,054-475-1970,054-480-5598,경상북도 구미시청
일반음식점,대한푸드,"경상북도 구미시 송원동로 32-7, 1층 105호 (송정동)",경상북도 구미시 송정동 63-6 1층 105호,054-441-7535,054-480-5598,경상북도 구미시청
일반음식점,동네짬뽕구미점,"경상북도 구미시 송정대로 54, 1층 (송정동)",경상북도 구미시 송정동 459 1층 ,054-456-5592,054-480-5598,경상북도 구미시청
일반음식점,오태식해바라기치킨구미옥계점,"경상북도 구미시 산호대로24길 9-37, 1층 101호 (옥계동)",경상북도 구미시 옥계동 968 1층 101호,,054-480-5598,경상북도 구미시청
일반음식점,원조옛날삼겹살,"경상북도 구미시 봉곡동로 23, 1층 (봉곡동)",경상북도 구미시 봉곡동 214-7 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,초심,"경상북도 구미시 산호대로23길 23, 1층 (옥계동)",경상북도 구미시 옥계동 630-16 1층 ,054-473-0035,054-480-5598,경상북도 구미시청
일반음식점,호식이두마리치킨도량점,"경상북도 구미시 도봉로5안길 7-32, 1층 (도량동)",경상북도 구미시 도량동 321-5 1층 ,054-444-9297,054-480-5598,경상북도 구미시청
일반음식점,육육구삼,"경상북도 구미시 선산읍 동교길 69, 1층",경상북도 구미시 선산읍 교리 1225 1층 ,054-481-6695,054-480-5598,경상북도 구미시청
일반음식점,커피인장명달,"경상북도 구미시 구미대로32길 15, 1층 (신평동)",경상북도 구미시 신평동 175-7 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,구미밤에피는바다,"경상북도 구미시 인동20길 21-12, 1층 (진평동)",경상북도 구미시 진평동 35-4 1층 ,054-474-7752,054-480-5598,경상북도 구미시청
일반음식점,풍국면구미산동점,"경상북도 구미시 산동읍 신당1로4길 17-5, 나비프라자 1동 1층 103,104호","경상북도 구미시 산동읍 신당리 1407 나비프라자 1층 103,104호 1동 ",054-476-3333,054-480-5598,경상북도 구미시청
일반음식점,최영득얼큰이선산곱창앤갈비냉면,"경상북도 구미시 산동읍 신당1로3길 5-4, 1동 1층 107호",경상북도 구미시 산동읍 신당리 1424 1층 1동 107호,054-475-3411,054-480-5598,경상북도 구미시청
일반음식점,빠리맨션,"경상북도 구미시 금오산로20길 4-1, 1층 (원평동)",경상북도 구미시 원평동 417-6 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,장언니손만두,"경상북도 구미시 상사서로 88, 라동 1층 (상모동)",경상북도 구미시 상모동 42-5 1층 라동 ,054-461-0058,054-480-5598,경상북도 구미시청
일반음식점,안여사식당,"경상북도 구미시 선산읍 선상서로 200, 1층",경상북도 구미시 선산읍 죽장리 285-1 1층 ,054-481-4565,054-480-5598,경상북도 구미시청
일반음식점,한촌설렁탕구미공단점,"경상북도 구미시 산호대로 218, 스포츠컴플렉스 2동 1층 (공단동)",경상북도 구미시 공단동 257-16 1층 2동 ,,054-480-5598,경상북도 구미시청
일반음식점,서서자는물고기,"경상북도 구미시 상사서로 86-5, 1층 (상모동)",경상북도 구미시 상모동 42-13 1층 ,054-463-5391,054-480-5598,경상북도 구미시청
일반음식점,달달샌드위치행사도시락전문점,"경상북도 구미시 상사서로 88, 라동 1층 (상모동)",경상북도 구미시 상모동 42-5 1층 라동 ,054-465-9600,054-480-5598,경상북도 구미시청
일반음식점,노브랜드야시장,"경상북도 구미시 구미대로 387, 1층 (신평동)",경상북도 구미시 신평동 150-75 1층 ,054-462-7008,054-480-5598,경상북도 구미시청
일반음식점,코코마요,"경상북도 구미시 금오산로16길 13-1, 1층 (원평동)",경상북도 구미시 원평동 433-25 ,,054-480-5598,경상북도 구미시청
일반음식점,산닭숯불,"경상북도 구미시 해평면 강동로 1364, 1동 1층",경상북도 구미시 해평면 괴곡리 474-2 1층 1동 ,054-474-6464,054-480-5598,경상북도 구미시청
일반음식점,카츠현시청점,"경상북도 구미시 송원서로 19, 1층 (송정동)",경상북도 구미시 송정동 35-6 1층 ,054-458-5550,054-480-5598,경상북도 구미시청
일반음식점,오미리삼겹살,"경상북도 구미시 산동읍 신당1로3길 5-4, 1동 1층 106호",경상북도 구미시 산동읍 신당리 1424 1층 1동 106호,054-471-4838,054-480-5598,경상북도 구미시청
일반음식점,원앤원,"경상북도 구미시 고아읍 문장로26길 3, 낙원프라자 3층 307호",경상북도 구미시 고아읍 원호리 448-7 낙원프라자 3층 307호,,054-480-5598,경상북도 구미시청
일반음식점,치킨더이소,"경상북도 구미시 고아읍 들성로11길 42, 1층",경상북도 구미시 고아읍 문성리 40-10 1층 ,054-452-3795,054-480-5598,경상북도 구미시청
일반음식점,21세기옛날통닭,"경상북도 구미시 도봉로 76-61, 1층 103호 (도량동)",경상북도 구미시 도량동 225-1 1층 103호,054-441-9999,054-480-5598,경상북도 구미시청
일반음식점,막껄리나,"경상북도 구미시 형곡동로3길 3, 1층 (형곡동)",경상북도 구미시 형곡동 346-1 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,윤훈식농가쌈밥인동점,"경상북도 구미시 인동남길 74, 1층 (진평동)",경상북도 구미시 진평동 5-7 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,조선국밥,"경상북도 구미시 인동16길 36, 1층 (진평동)",경상북도 구미시 진평동 40-2 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,꾸어먹쇠,"경상북도 구미시 산동읍 신당1로3길 3, 해송빌딩 1동 2층 203,204호","경상북도 구미시 산동읍 신당리 1430 해송빌딩 2층 203,204호 1동 ",054-473-8292,054-480-5598,경상북도 구미시청
일반음식점,천사,"경상북도 구미시 고아읍 이례로 46, 지하1층",경상북도 구미시 고아읍 이례리 502-1 지하1층 ,054-481-4441,054-480-5598,경상북도 구미시청
일반음식점,홍탁,"경상북도 구미시 상사서로 86-5, 1층 (상모동)",경상북도 구미시 상모동 42-13 1층 ,054-465-5593,054-480-5598,경상북도 구미시청
일반음식점,늘품,"경상북도 구미시 고아읍 들성로 45, 1동 1층",경상북도 구미시 고아읍 원호리 403 1층 1동 ,054-443-9290,054-480-5598,경상북도 구미시청
일반음식점,라쿵푸마라탕,"경상북도 구미시 인동19길 20, 1층 (인의동)",경상북도 구미시 인의동 678-1 1층 ,054-474-1881,054-480-5598,경상북도 구미시청
일반음식점,오늘도회떳다,"경상북도 구미시 인동11길 4, 1층 (인의동)",경상북도 구미시 인의동 683-1 1층 ,054-475-7008,054-480-5598,경상북도 구미시청
일반음식점,스시모리,"경상북도 구미시 형곡로 162, 1층 (형곡동)",경상북도 구미시 형곡동 304 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,인생푸드,"경상북도 구미시 옥계신당로3길 7, 1층 (옥계동)",경상북도 구미시 옥계동 1061 1층 ,054-4762-121,054-480-5598,경상북도 구미시청
일반음식점,백반하다,"경상북도 구미시 금오산로 94-1, 1층 (원평동)",경상북도 구미시 원평동 429-39 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,황금어장,"경상북도 구미시 옥계북로 43-50, 휴먼시아2단지 상가동 1층 103호 (옥계동)",경상북도 구미시 옥계동 905 휴먼시아2단지 1층 상가동 103호,054-462-2266,054-480-5598,경상북도 구미시청
일반음식점,펄레스토랑,"경상북도 구미시 옥계남로 21, 1층 (옥계동)",경상북도 구미시 옥계동 863-7 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,낭만여행,"경상북도 구미시 형곡동로6길 5-10, 1층 (형곡동)",경상북도 구미시 형곡동 333 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,노랑통닭옥계점,"경상북도 구미시 산호대로29길 20-14, 1층 (옥계동)",경상북도 구미시 옥계동 835-5 1층 ,054-475-6104,054-480-5598,경상북도 구미시청
일반음식점,토스트엔커피,"경상북도 구미시 구미중앙로11길 10, 1층 (원평동)",경상북도 구미시 원평동 122-1 1층 ,054-457-1548,054-480-5598,경상북도 구미시청
일반음식점,김태주선산곱창산동점,"경상북도 구미시 산동읍 신당1로3길 5-4, 1동 2층 207,208호","경상북도 구미시 산동읍 신당리 1424 2층 207,208호 1동 ",054-476-9900,054-480-5598,경상북도 구미시청
일반음식점,모퉁이식당본점,"경상북도 구미시 산동읍 신당1로3길 5-4, 1동 2층 204호",경상북도 구미시 산동읍 신당리 1424 2층 1동 204호,054-475-8012,054-480-5598,경상북도 구미시청
일반음식점,날마다숯불갈비,"경상북도 구미시 옥계신당로5길 33-6, 1층 (옥계동)",경상북도 구미시 옥계동 1229 1층 ,054-607-7977,054-480-5598,경상북도 구미시청
일반음식점,왕중왕전,"경상북도 구미시 고아읍 문장로22길 22, 원호점보타운 상가1동 1층 105호",경상북도 구미시 고아읍 원호리 455 원호점보타운 상가1동 105호,,054-480-5598,경상북도 구미시청
일반음식점,다온국수,"경상북도 구미시 도봉로5안길 6-1, 1층 (도량동)",경상북도 구미시 도량동 325-3 1층 ,054-455-4808,054-480-5598,경상북도 구미시청
일반음식점,유로코피자남구미점,"경상북도 구미시 상사서로 146, 1층 (사곡동)",경상북도 구미시 사곡동 681-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,사랑방생고기,"경상북도 구미시 개화길 28, 1층 (도량동)",경상북도 구미시 도량동 249-31 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,족발정문성점,"경상북도 구미시 고아읍 들성로 232, 1동 1층",경상북도 구미시 고아읍 문성리 1407-1 1층 1동 ,,054-480-5598,경상북도 구미시청
일반음식점,도화,"경상북도 구미시 도봉로 19, 1층 (봉곡동)",경상북도 구미시 봉곡동 18-6 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,한라수산식당,"경상북도 구미시 산동읍 신당1로1길 7, 1동 1층",경상북도 구미시 산동읍 신당리 1453 1층 1동 ,054-471-3788,054-480-5598,경상북도 구미시청
일반음식점,60계경북구미비산점,"경상북도 구미시 신비로 123, 1층 (비산동)",경상북도 구미시 비산동 455-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,화신웰빙,"경상북도 구미시 칠성로6길 48, 1층 12호 (신평동)",경상북도 구미시 신평동 150-4 1층 12호,,054-480-5598,경상북도 구미시청
일반음식점,투다리양포점,"경상북도 구미시 흥안로 22, 1층 (옥계동)",경상북도 구미시 옥계동 555-7 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,신시로포차,"경상북도 구미시 신시로10길 60, 1층 (송정동)",경상북도 구미시 송정동 477-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,김호두앤파도샌드구평점,"경상북도 구미시 인동46길 33-9, 1층 (구평동)",경상북도 구미시 구평동 470-11 1층 ,070-8614-682,054-480-5598,경상북도 구미시청
일반음식점,연인푸드,"경상북도 구미시 금오시장로 18, 제일빌딩 1층 (원평동)",경상북도 구미시 원평동 1032 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,몽짬뽕구미선산점,"경상북도 구미시 선산읍 선주로 150, 1동 1층",경상북도 구미시 선산읍 동부리 556-2 1층 1동 ,054-481-1799,054-480-5598,경상북도 구미시청
일반음식점,국수와보리밥,"경상북도 구미시 수출대로31길 36, 시장형종합상가 B동 1층 105,106호 (인의동)","경상북도 구미시 인의동 821-2 시장형종합상가 1층 105,106호 B동 ",054-972-5271,054-480-5598,경상북도 구미시청
일반음식점,크라운호프문성점,"경상북도 구미시 고아읍 들성로 237, 1동 1층",경상북도 구미시 고아읍 문성리 1186 1층 1동 ,,054-480-5598,경상북도 구미시청
일반음식점,팔팔구구추어탕,"경상북도 구미시 해평면 도리사로 403-2, B동 1층",경상북도 구미시 해평면 송곡리 398-5 1층 B동 ,054-471-2552,054-480-5598,경상북도 구미시청
일반음식점,황기백숙,"경상북도 구미시 형곡로 186, 형곡중앙시장 1층 33호 (형곡동)",경상북도 구미시 형곡동 321 형곡중앙시장 1층 33호,054-456-7246,054-480-5598,경상북도 구미시청
일반음식점,취미바,"경상북도 구미시 신시로16길 69, 2동 2층 (송정동)",경상북도 구미시 송정동 458-14 2층 2동 ,,054-480-5598,경상북도 구미시청
일반음식점,구첩반상,"경상북도 구미시 인동가산로 588-27, 1동 1층 (신동)",경상북도 구미시 신동 41 1 1동 ,,054-480-5598,경상북도 구미시청
일반음식점,단무지,"경상북도 구미시 신시로7길 12-17, 1층 (형곡동)",경상북도 구미시 형곡동 143-29 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,청하돼지국밥,"경상북도 구미시 도개면 도안로 93-1, 1층",경상북도 구미시 도개면 궁기리 807-13 1층 ,054-473-7758,054-480-5598,경상북도 구미시청
일반음식점,카츠텐,"경상북도 구미시 구미중앙로19길 18, 2동 1층 (원평동)",경상북도 구미시 원평동 304-3 1층 2동 ,,054-480-5598,경상북도 구미시청
일반음식점,플루800형곡송정점,"경상북도 구미시 형곡동로 104, 1층 (형곡동)",경상북도 구미시 형곡동 145 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,코다리조림의명가맛나,"경상북도 구미시 형곡서로 56, 1층 (형곡동)",경상북도 구미시 형곡동 279-8 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,소문난소,"경상북도 구미시 신비로 119, 1층 (비산동)",경상북도 구미시 비산동 460-2 1층 ,054-461-2568,054-480-5598,경상북도 구미시청
일반음식점,전통튀김,"경상북도 구미시 인동21길 25, 1층 (인의동)",경상북도 구미시 인의동 668-5 1층 ,054-973-9196,054-480-5598,경상북도 구미시청
일반음식점,고기듬뿍대왕비빔밥상모사곡점,"경상북도 구미시 상사동로24길 21, 1층 (사곡동)",경상북도 구미시 사곡동 668-17 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,라꾸스키친,"경상북도 구미시 금오산로12길 18, 1층 (원평동)",경상북도 구미시 원평동 436-16 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,대구통닭산동확장단지점,"경상북도 구미시 산동읍 신당1로4길 20, 1동 1층 110,111,112호","경상북도 구미시 산동읍 신당리 1417 1층 110,111,112호 1동 ",,054-480-5598,경상북도 구미시청
일반음식점,동화막걸리문성점,"경상북도 구미시 고아읍 들성로7길 10-15, 1동 1층",경상북도 구미시 고아읍 문성리 1130 1층 1동 ,,054-480-5598,경상북도 구미시청
일반음식점,외할머니가,"경상북도 구미시 인동중앙로7길 17, 1층 (황상동)",경상북도 구미시 황상동 301-22 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,하루족발보쌈구미본점,"경상북도 구미시 수출대로21길 4, 801동 1층 108호 (황상동, 신화오페라하우스)",경상북도 구미시 황상동 350 신화오페라하우스 1층 801동 108호,,054-480-5598,경상북도 구미시청
일반음식점,이송화의돈부따,"경상북도 구미시 봉곡로 47, 1층 (봉곡동)",경상북도 구미시 봉곡동 442-5 1층 ,054-455-8939,054-480-5598,경상북도 구미시청
일반음식점,가장맛있는족발산동점,"경상북도 구미시 산동읍 신당1로3길 17-7, 1동 1층 102,103호","경상북도 구미시 산동읍 신당리 1421 1층 102,103호 1동 ",054-473-5849,054-480-5598,경상북도 구미시청
일반음식점,참바다해물찜옥계점,"경상북도 구미시 산호대로27길 39, 1층 (옥계동)",경상북도 구미시 옥계동 620-3 1층 ,054-476-7360,054-480-5598,경상북도 구미시청
일반음식점,의정부본가부대찌개산동점,"경상북도 구미시 산동읍 강동로 975, 1층",경상북도 구미시 산동읍 인덕리 871 1층 ,054-471-0859,054-480-5598,경상북도 구미시청
일반음식점,그냥토스트,"경상북도 구미시 인동32길 21-2, 1층 (진평동)",경상북도 구미시 진평동 93-2 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,뉴차칸데마시따,"경상북도 구미시 고아읍 문장로27길 6-2, 1층",경상북도 구미시 고아읍 원호리 412-4 1층 ,054-602-3131,054-480-5598,경상북도 구미시청
일반음식점,오프닝커피,"경상북도 구미시 도봉로1길 8-20, 1층 (봉곡동)",경상북도 구미시 봉곡동 17-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,별난아재맥주상모사곡점,"경상북도 구미시 상모로10길 14, 1층 (상모동)",경상북도 구미시 상모동 61-8 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,국수나무비산점,"경상북도 구미시 신비로 112, 1층 (비산동)",경상북도 구미시 비산동 504-32 1층 ,054-464-9112,054-480-5598,경상북도 구미시청
일반음식점,돈나라찜,"경상북도 구미시 인동32길 35-14, 1층 (진평동)",경상북도 구미시 진평동 140-4 1층 ,054-475-3303,054-480-5598,경상북도 구미시청
일반음식점,갯벌의조개봉곡점,"경상북도 구미시 봉곡로2길 1, 1층 (봉곡동)",경상북도 구미시 봉곡동 549-3 1층 ,054-451-0321,054-480-5598,경상북도 구미시청
일반음식점,엄지척국수,"경상북도 구미시 3공단1로 275-18, 1층 (임수동)",경상북도 구미시 임수동 493-10 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,집밥,"경상북도 구미시 인동28길 53, 1층 (진평동)",경상북도 구미시 진평동 1058-11 1층 ,054-474-3332,054-480-5598,경상북도 구미시청
일반음식점,정담스시,"경상북도 구미시 구미중앙로15길 3, 1층 (원평동)",경상북도 구미시 원평동 379-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,성당동생곱창,"경상북도 구미시 구미중앙로19길 21, 1층 (원평동)",경상북도 구미시 원평동 216-2 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,키즈몽베이비,"경상북도 구미시 산호대로31길 7, 3층 (옥계동)",경상북도 구미시 옥계동 842-2 3층 ,054-471-7088,054-480-5598,경상북도 구미시청
일반음식점,돈돈보쌈족발,"경상북도 구미시 인동39길 22-61, 1층 (구평동)",경상북도 구미시 구평동 426-10 1층 ,054-473-5492,054-480-5598,경상북도 구미시청
일반음식점,아라치치킨형곡송정점,"경상북도 구미시 형곡동로 103, 1층 102호 (형곡동, 형곡 전원 리빙필)",경상북도 구미시 형곡동 146-7 형곡 전원 리빙필 1층 102호,,054-480-5598,경상북도 구미시청
일반음식점,엄마밥상,"경상북도 구미시 옥계2공단로 278-9, 1층 (구포동)",경상북도 구미시 구포동 671-4 1층 ,054-471-2373,054-480-5598,경상북도 구미시청
일반음식점,소담정,"경상북도 구미시 상모로 33, B동 1층 (상모동)",경상북도 구미시 상모동 18-5 1층 B동 ,054-461-4464,054-480-5598,경상북도 구미시청
일반음식점,비내리는대포차,"경상북도 구미시 상모로6길 28, 1층 (상모동)",경상북도 구미시 상모동 30-17 1층 ,054-465-7977,054-480-5598,경상북도 구미시청
일반음식점,평화식당,"경상북도 구미시 장천면 강동로 181, 1층",경상북도 구미시 장천면 상장리 887-11 1층 ,054-473-5139,054-480-5598,경상북도 구미시청
일반음식점,텐동코마츠,"경상북도 구미시 원남로8길 1, 1층 (원평동)",경상북도 구미시 원평동 385-1 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,단정추어탕한방능이백숙,"경상북도 구미시 산동읍 동백로 10, 1층",경상북도 구미시 산동읍 적림리 64-1 1층 ,054-471-3313,054-480-5598,경상북도 구미시청
일반음식점,골목촌돼지찌개상모사곡점,"경상북도 구미시 상사동로18길 3-1, 1층 (사곡동)",경상북도 구미시 사곡동 319-18 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,봉화보리밥,"경상북도 구미시 수출대로3길 107, A동 1층 23, 24호 (공단동)","경상북도 구미시 공단동 107 1층 23, 24호 A동 ",,054-480-5598,경상북도 구미시청
일반음식점,착한다슬기,"경상북도 구미시 도개면 궁기1길 7, 1층",경상북도 구미시 도개면 궁기리 810-17 1층 ,054-473-6017,054-480-5598,경상북도 구미시청
일반음식점,프리존카페,"경상북도 구미시 성수3길 90, 1,2층 (옥계동)","경상북도 구미시 옥계동 488-7 1,2층 ",,054-480-5598,경상북도 구미시청
일반음식점,윤스김밥삼송꾼만두구미점,"경상북도 구미시 역전로 6, 1층 (원평동)",경상북도 구미시 원평동 126-11 1층 ,054-452-2636,054-480-5598,경상북도 구미시청
일반음식점,십이월,"경상북도 구미시 고아읍 들성로7길 4, 1동 1층",경상북도 구미시 고아읍 문성리 1177 1층 1동 ,,054-480-5598,경상북도 구미시청
일반음식점,소중함을담다,"경상북도 구미시 고아읍 들성로 183, 1동 1층",경상북도 구미시 고아읍 문성리 632-3 1층 1동 ,,054-480-5598,경상북도 구미시청
일반음식점,유로코피자구미점,"경상북도 구미시 인동22길 9, 1층 (진평동)",경상북도 구미시 진평동 20-1 1층 ,054-471-1828,054-480-5598,경상북도 구미시청
일반음식점,지성이해물찜송정형곡점,"경상북도 구미시 신시로14길 10, 1층 101호 (송정동, 상산에이스타운)",경상북도 구미시 송정동 465 상산에이스타운 1층 101호,054-457-8259,054-480-5598,경상북도 구미시청
일반음식점,24시전주명가콩나물국밥구미인동점,"경상북도 구미시 인동27길 3, 1층 (인의동)",경상북도 구미시 인의동 1000-5 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,할미감성,"경상북도 구미시 인동중앙로3길 18-2, 1층 (황상동)",경상북도 구미시 황상동 305-40 1층 ,054-476-8288,054-480-5598,경상북도 구미시청
일반음식점,정상에서,"경상북도 구미시 고아읍 들성로 213, 5층",경상북도 구미시 고아읍 문성리 1124 5층 ,,054-480-5598,경상북도 구미시청
일반음식점,북경,"경상북도 구미시 고아읍 동평로 74-5, 1동 1층",경상북도 구미시 고아읍 문성리 0 1층 1동 ,054-455-8488,054-480-5598,경상북도 구미시청
일반음식점,여비내부잣집석쇠불고기본점,"경상북도 구미시 문장로12안길 3, 1층 (도량동)",경상북도 구미시 도량동 741-10 1층 ,054-453-7277,054-480-5598,경상북도 구미시청
일반음식점,잇또라멘구미역점,"경상북도 구미시 구미중앙로 87, 2층 (원평동)",경상북도 구미시 원평동 95-3 2층 ,054-441-9998,054-480-5598,경상북도 구미시청
일반음식점,밥해주는총각,"경상북도 구미시 인동2길 20, 1층 (진평동)",경상북도 구미시 진평동 592-1 1층 ,054-475-9095,054-480-5598,경상북도 구미시청
일반음식점,청춘껍데기본점,"경상북도 구미시 인동28길 19-10, 1층 (진평동)",경상북도 구미시 진평동 90-4 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,묵찌빠,"경상북도 구미시 산동읍 신당1로3길 5-4, 1동 2층 206호",경상북도 구미시 산동읍 신당리 1424 2층 1동 206호,054-476-9995,054-480-5598,경상북도 구미시청
일반음식점,영프레리키즈카페,"경상북도 구미시 산동읍 신당1로 30, 탑 스퀘어 1동 5층 501호",경상북도 구미시 산동읍 신당리 1438 탑 스퀘어 5층 1동 501호,054-473-1003,054-480-5598,경상북도 구미시청
일반음식점,투인샤브산동점,"경상북도 구미시 산동읍 신당1로3길 19, 골드타워 1동 2층 204, 205, 206호","경상북도 구미시 산동읍 신당리 1419 골드타워 2층 204, 205, 206호 1동 ",054-471-1419,054-480-5598,경상북도 구미시청
일반음식점,스쿨분식,"경상북도 구미시 인동45길 9, 1단지부영아파트 상가112동 1층 104호 (구평동)",경상북도 구미시 구평동 430 1단지부영아파트 1층 상가112동 104호,054-604-5229,054-480-5598,경상북도 구미시청
일반음식점,천둥,"경상북도 구미시 산호대로29길 7-19, 1층 (옥계동)",경상북도 구미시 옥계동 838-1 1층 ,054-476-6318,054-480-5598,경상북도 구미시청
일반음식점,백운한정식,"경상북도 구미시 인동35길 38, 1동 2층 (구평동)",경상북도 구미시 구평동 551-15 2층 1동 ,054-475-8889,054-480-5598,경상북도 구미시청
일반음식점,두찜옥계점,"경상북도 구미시 산호대로33길 5, 1층 (옥계동)",경상북도 구미시 옥계동 738-8 1층 ,054-476-2725,054-480-5598,경상북도 구미시청
일반음식점,콩쥐팥쥐,"경상북도 구미시 산호대로25길 26-25, 1층 (옥계동)",경상북도 구미시 옥계동 623-8 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,부을래마실래,"경상북도 구미시 임은길 30, 1층 (임은동)",경상북도 구미시 임은동 328-1 1층 ,054-461-7592,054-480-5598,경상북도 구미시청
일반음식점,드루와포차,"경상북도 구미시 상사동로 25, 1층 (상모동)",경상북도 구미시 상모동 532-6 1층 ,054-461-9079,054-480-5598,경상북도 구미시청
일반음식점,두마리찜닭두찜인동점,"경상북도 구미시 인동26길 6, 1층 (진평동)",경상북도 구미시 진평동 21-2 1층 ,054-471-1777,054-480-5598,경상북도 구미시청
일반음식점,효자푸드,"경상북도 구미시 선산읍 선주로 94, 1층 102호",경상북도 구미시 선산읍 노상리 105-6 1층 102호,054-481-0703,054-480-5598,경상북도 구미시청
일반음식점,김가네가마솥곰탕,"경상북도 구미시 봉곡북로 29, 1층 (봉곡동)",경상북도 구미시 봉곡동 162-2 1층 ,054-442-2143,054-480-5598,경상북도 구미시청
일반음식점,봉곡동생고기,"경상북도 구미시 봉곡로18길 21-13, 1층 (봉곡동)",경상북도 구미시 봉곡동 229-8 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,더스토리,"경상북도 구미시 낙동강변로 694-4, 3층 (비산동)",경상북도 구미시 비산동 51-1 3층 ,,054-480-5598,경상북도 구미시청
일반음식점,대박이네가마솥뚝배기,"경상북도 구미시 형곡동로 39, 1층 (형곡동)",경상북도 구미시 형곡동 316-1 1층 ,,054-480-5598,경상북도 구미시청
일반음식점,엄딸어탕칼국수직영점,"경상북도 구미시 1공단로7길 86-5, A동 1층 (공단동)",경상북도 구미시 공단동 202 1층 A동 ,054-465-0045,054-480-5598,경상북도 구미시청
