store_name,addr,legal_dong,dong,category,store_name_clean
소문난장족발,"경상북도 구미시 칠성로6길 56, 109호 (신평동, 신평상가)",신평동,신평1동,한식,소문난장족발
물목식당,경상북도 구미시 고아읍 황산1길 6-2,고아읍,고아읍,한식,물목식당
교동짬뽕상모사곡점,"경상북도 구미시 상사서로 158-1, 1층 (사곡동)",사곡동,상모사곡동,중식,교동짬뽕상모사곡점
행복식당,"경상북도 구미시 수출대로25길 15, 1층 (황상동)",황상동,인동동,한식,행복식당
김밥사랑,"경상북도 구미시 인동15길 10-1, 1층 (인의동)",인의동,인동동,한식,김밥사랑
황칠나무참숯돼지생갈비,"경상북도 구미시 선산읍 선산대로 1449, 1층",선산읍,선산읍,한식,황칠나무참숯돼지생갈비
고놈에불향쭈꾸미구평점,경상북도 구미시 인동북길 173-1 (구평동),구평동,인동동,한식,고놈에불향쭈꾸미구평점
홍천뚝배기쪼다쪼림닭,경상북도 구미시 1공단로 198-10 (공단동),공단동,공단동,한식,홍천뚝배기쪼다쪼림닭
고향집식당,"경상북도 구미시 수출대로31길 34, B동 101호 (인의동, 인의동시장형상가)",인의동,인동동,한식,고향집식당
두꺼비왕족발보쌈상모사곡점,"경상북도 구미시 상사서로 163-1, 1층 (사곡동)",사곡동,상모사곡동,한식,두꺼비왕족발보쌈상모사곡점
처갓집양념치킨인의황상점,"경상북도 구미시 여헌로14길 10, 1층 (인의동)",인의동,인동동,패스트푸드,처갓집양념치킨인의황상점
동대문엽기떡볶이,"경상북도 구미시 구미중앙로17길 16, 1층 105,106호 (원평동, 프리머스시네마)",원평동,원평동,일식,동대문엽기떡볶이
앗싸가오리무침,"경상북도 구미시 구미중앙로9길 14-2, 1층 1호 (원평동)",원평동,원평동,한식,앗싸가오리무침
참국수,"경상북도 구미시 인동중앙로11길 34 (황상동,1층)",황상동,인동동,한식,참국수
동수네통닭구미점,"경상북도 구미시 산호대로29길 8-3, 1층 105호 (옥계동)",옥계동,양포동,패스트푸드,동수네통닭구미점
죽이야기인동구평점,"경상북도 구미시 인동36길 16, 1층 (진평동)",진평동,진미동,한식,죽이야기인동구평점
장어마을금오산점,"경상북도 구미시 금오산로 198-7, 1층 (남통동)",남통동,선주원남동,한식,장어마을금오산점
하나로식당,"경상북도 구미시 고아읍 들성로 257, 1층",고아읍,고아읍,한식,하나로식당
엄마집식당,"경상북도 구미시 송원서로8길 42, 1층 (원평동)",원평동,원평동,한식,엄마집식당
옛날시골통닭황상점,"경상북도 구미시 검성로 88, 1층 (황상동)",황상동,인동동,패스트푸드,옛날시골통닭황상점
놀부부대찌개구평점,"경상북도 구미시 인동32길 21-10, 1층 (진평동)",진평동,진미동,한식,놀부부대찌개구평점
장충동왕족발보쌈봉곡점,"경상북도 구미시 봉곡동로 28-1, 1층 (봉곡동)",봉곡동,선주원남동,한식,장충동왕족발보쌈봉곡점
신로얄식당,"경상북도 구미시 송원동로 38, 3층 305,306호 (송정동)",송정동,송정동,한식,신로얄식당
오다전복삼계탕,"경상북도 구미시 산호대로33길 6-27, 1층 (옥계동)",옥계동,양포동,한식,오다전복삼계탕
대전식육식당,"경상북도 구미시 봉곡로 55-1, 1층 (봉곡동)",봉곡동,선주원남동,한식,대전식육식당
남다른감자탕도량점,"경상북도 구미시 야은로 455, 1층 (도량동)",도량동,도량동,한식,남다른감자탕도량점
승호식당,"경상북도 구미시 수출대로31길 34, C동 1층 104호 (인의동)",인의동,인동동,한식,승호식당
무보까돼지국밥형곡점,"경상북도 구미시 신시로 66, 1층 (형곡동)",형곡동,형곡1동,한식,무보까돼지국밥형곡점
남다른대구막창상모점,"경상북도 구미시 상사서로 68, 1층 (상모동)",상모동,상모사곡동,한식,남다른대구막창상모점
부림해물손수제비해물칼국수,"경상북도 구미시 신비로 114 (비산동,1층)",비산동,비산동,한식,부림해물손수제비해물칼국수
오리하우스,"경상북도 구미시 선산읍 단계동길 72-3, 1층",선산읍,선산읍,한식,오리하우스
수림매운탕,"경상북도 구미시 비산로7길 38-18, 1층 (비산동)",비산동,비산동,한식,수림매운탕
양파식당,"경상북도 구미시 산호대로29길 8-6, 1층 (옥계동)",옥계동,양포동,한식,양파식당
교촌치킨1호점,"경상북도 구미시 송원동로 41, 우방타운상가 206동 1층 1,2호 (송정동)",송정동,송정동,패스트푸드,교촌치킨1호점
이대칡냉면현진점,"경상북도 구미시 산호대로33길 6-21, 1층 (옥계동)",옥계동,양포동,한식,이대칡냉면현진점
덕수파스타구미선산점,"경상북도 구미시 선산읍 남문로3길 17, 1층",선산읍,선산읍,양식,덕수파스타구미선산점
곱창짚황소돌양곱창본점,"경상북도 구미시 신시로16길 27-1, 1층 (송정동)",송정동,송정동,한식,곱창짚황소돌양곱창본점
5공치킨,"경상북도 구미시 흥안로1길 13-5, 1층 (옥계동)",옥계동,양포동,패스트푸드,5공치킨
또래오래선산점,"경상북도 구미시 선산읍 선산중앙로 59-1, 1층",선산읍,선산읍,패스트푸드,또래오래선산점
애가남원추어탕,"경상북도 구미시 임은길 24 (임은동, 1층)",임은동,임오동,한식,애가남원추어탕
유메노송정점,"경상북도 구미시 송정대로6길 20, 1층 102호 (송정동, 반석건설3차아파트)",송정동,송정동,일식,유메노송정점
대구리왕족발옥계직영점,"경상북도 구미시 산호대로29길 20-6, 1층 (옥계동)",옥계동,양포동,한식,대구리왕족발옥계직영점
태산대반점,"경상북도 구미시 인동19길 34-1, 1층 (인의동)",인의동,인동동,중식,태산대반점
큰집막창임은점,"경상북도 구미시 임은길 10, 1층 (임은동)",임은동,임오동,한식,큰집막창임은점
삼시세때돼지국밥산동점,"경상북도 구미시 산동읍 강동로 868, 가동 1층",산동읍,산동읍,한식,삼시세때돼지국밥산동점
커피메이봉곡점,"경상북도 구미시 봉곡로15길 49, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,커피메이봉곡점
맘스터치상모점,"경상북도 구미시 상사서로 73, 나동 1층 (상모동)",상모동,상모사곡동,패스트푸드,맘스터치상모점
보통식당,"경상북도 구미시 검성로 82, 1층 (황상동)",황상동,인동동,한식,보통식당
선산화성짬뽕,"경상북도 구미시 선산읍 선산중앙로 60, 1층",선산읍,선산읍,중식,선산화성짬뽕
맥시칸치킨송정형곡점,"경상북도 구미시 송원서로 11, 1동 1층 (송정동)",송정동,송정동,패스트푸드,맥시칸치킨송정형곡점
멕시칸양념통닭지산점,"경상북도 구미시 선산대로 181, 1층 (지산동)",지산동,지산동,패스트푸드,멕시칸양념통닭지산점
양포동즉석우동,"경상북도 구미시 흥안로1길 6-1, 1층 (옥계동)",옥계동,양포동,일식,양포동즉석우동
훌랄라바베큐치킨상모점,"경상북도 구미시 상사서로10길 2, 1층 102호 (상모동)",상모동,상모사곡동,패스트푸드,훌랄라바베큐치킨상모점
조선참치,"경상북도 구미시 신비로 21, 2층 (신평동)",신평동,신평1동,일식,조선참치
쪽쪽갈비인동점,"경상북도 구미시 인동중앙로5길 27-3, 1층 (황상동)",황상동,인동동,한식,쪽쪽갈비인동점
국수나무,"경상북도 구미시 인동38길 15-16, 1층 (구평동)",구평동,인동동,한식,국수나무
행복드림식당,"경상북도 구미시 3공단1로 302-7 (임수동, 구미공구상가 101호 센추리스크린골프장)",임수동,진미동,한식,행복드림식당
풍년식당금오시장점,"경상북도 구미시 금오시장로 16, 1층 (원평동)",원평동,원평동,한식,풍년식당금오시장점
신전떡볶이옥계중앙점,"경상북도 구미시 산호대로31길 16, 1층 (옥계동)",옥계동,양포동,한식,신전떡볶이옥계중앙점
비에이치씨신평비산점,"경상북도 구미시 구미대로 402, 1층 (신평동)",신평동,신평1동,패스트푸드,비에이치씨신평비산점
리굼숯불치킨원호봉곡점,"경상북도 구미시 고아읍 문장로27길 6-8, 1층",고아읍,고아읍,패스트푸드,리굼숯불치킨원호봉곡점
탠미미양꼬치,"경상북도 구미시 상사서로 111, 1동 1층 (사곡동)",사곡동,상모사곡동,중식,탠미미양꼬치
유천냉면구미점,"경상북도 구미시 구미중앙로41길 4-17, 1층 (원평동)",원평동,원평동,한식,유천냉면구미점
영희네집밥,"경상북도 구미시 칠성로4길 15-27, 1층 (원평동)",원평동,원평동,한식,영희네집밥
이거숯불치킨인동점,"경상북도 구미시 인동22길 20, 1층 (진평동)",진평동,진미동,패스트푸드,이거숯불치킨인동점
남산골칼국수,"경상북도 구미시 검성로 50, 1층 (황상동)",황상동,인동동,한식,남산골칼국수
순두부전문점가원,"경상북도 구미시 인동남길 48, 1층 (진평동)",진평동,진미동,한식,순두부전문점가원
장모님식당,"경상북도 구미시 인동22길 21-8, 1층 (진평동)",진평동,진미동,한식,장모님식당
들꽃밥상,"경상북도 구미시 4공단로14길 41, 1동 1층 (금전동)",금전동,양포동,한식,들꽃밥상
낙지마을형곡점,"경상북도 구미시 형곡로 125-3, 1층 (형곡동)",형곡동,형곡1동,한식,낙지마을형곡점
신깔꾸리식당,"경상북도 구미시 수출대로33길 35, F동 102호 (인의동, 인의동시장형종합상가)",인의동,인동동,한식,신깔꾸리식당
김치찜은못참지송정점,"경상북도 구미시 신시로10길 101, 1층 102호 (송정동, 하나빌리지)",송정동,송정동,한식,김치찜은못참지송정점
분식쌀롱원호문성점,"경상북도 구미시 고아읍 문장로 200, 1층",고아읍,고아읍,한식,분식쌀롱원호문성점
영자네돼지국밥,"경상북도 구미시 선산읍 단계동길 62-1, 1층",선산읍,선산읍,한식,영자네돼지국밥
맛있는식당,"경상북도 구미시 봉곡로22길 31, 1층 (봉곡동)",봉곡동,선주원남동,한식,맛있는식당
처갓집양념통닭산동점,"경상북도 구미시 산동읍 강동로 1005-30, 1층",산동읍,산동읍,패스트푸드,처갓집양념통닭산동점
1등막창,"경상북도 구미시 옥계2공단로 264-36, 113(상가)동 2층 201호 (구포동)",구포동,양포동,한식,1등막창
콩자네한분식,"경상북도 구미시 대학로 39, 나동 1층 105호 (거의동, 블랙홀상가)",거의동,양포동,한식,콩자네한분식
라라코스트오태점,"경상북도 구미시 금오대로 296, 1층 (오태동)",오태동,임오동,양식,라라코스트오태점
대구불노리왕막창,"경상북도 구미시 봉곡로 159, 1층 (봉곡동)",봉곡동,선주원남동,한식,대구불노리왕막창
더스테이크플러스,"경상북도 구미시 문화로 16, 2층 (원평동)",원평동,원평동,양식,더스테이크플러스
고마담치킨강정,"경상북도 구미시 인동46길 27, 1층 (구평동)",구평동,인동동,패스트푸드,고마담치킨강정
본도시락형곡송정점,"경상북도 구미시 신시로 60, 1층 (형곡동)",형곡동,형곡1동,한식,본도시락형곡송정점
경양식1984,"경상북도 구미시 옥계북로1길 7-1, 1층 (옥계동)",옥계동,양포동,양식,경양식1984
옥이이모막곱창수라간,"경상북도 구미시 송동로 162, 상가동 지하1층 (도량동, 도량파크맨션)",도량동,도량동,한식,옥이이모막곱창수라간
어사랑민물매운탕,"경상북도 구미시 고아읍 문성9길 42, 1동 1층",고아읍,고아읍,한식,어사랑민물매운탕
행복한백반,"경상북도 구미시 사곡로 22, A동 1층 (사곡동)",사곡동,상모사곡동,한식,행복한백반
가장맛있는족발구미인동점,"경상북도 구미시 인동북길 7-1, 1층 (인의동)",인의동,인동동,한식,가장맛있는족발구미인동점
원돼지국밥옥계점,"경상북도 구미시 옥계북로1길 8-10, 1층 (옥계동)",옥계동,양포동,한식,원돼지국밥옥계점
안동갈비봉곡점,"경상북도 구미시 봉곡서로 29, 1층 (봉곡동)",봉곡동,선주원남동,한식,안동갈비봉곡점
맘스터치구미인동점,"경상북도 구미시 인동중앙로 37, 2층 201호 (황상동)",황상동,인동동,패스트푸드,맘스터치구미인동점
낙동강어탕국수,"경상북도 구미시 산동읍 강동로 738, 1층",산동읍,산동읍,한식,낙동강어탕국수
고봉민김밥인원호점,"경상북도 구미시 고아읍 문장로 202, 1층",고아읍,고아읍,한식,고봉민김밥인원호점
도담한식,"경상북도 구미시 인동20길 29, 1층 (진평동)",진평동,진미동,한식,도담한식
일산칼국수,"경상북도 구미시 산동읍 산호대로43길 16, 1층",산동읍,산동읍,한식,일산칼국수
갈비볶음탕제작소,"경상북도 구미시 상림로 107, 가동 1층 (사곡동)",사곡동,상모사곡동,한식,갈비볶음탕제작소
철이네한식뷔페2호점,"경상북도 구미시 3공단1로 302-7, 지하1층 37호 (임수동)",임수동,진미동,한식,철이네한식뷔페2호점
더대단한커피탕후루구미봉곡점,"경상북도 구미시 봉곡로 166, 트윈스빌딩 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,더대단한커피탕후루구미봉곡점
굽네치킨선산점,"경상북도 구미시 선산읍 남문로3길 19, 1층",선산읍,선산읍,패스트푸드,굽네치킨선산점
두꺼비식당,"경상북도 구미시 구미대로 404-11, 1층 (신평동)",신평동,신평1동,한식,두꺼비식당
호식이두마리치킨상모점,"경상북도 구미시 사곡로 45, 1동 103호 (사곡동, 세종아파트 상가)",사곡동,상모사곡동,패스트푸드,호식이두마리치킨상모점
신불떡볶이,"경상북도 구미시 도봉로 7, 1층 104호 (봉곡동)",봉곡동,선주원남동,한식,신불떡볶이
박군자진주냉면,"경상북도 구미시 인동남길 102, 1층 (진평동)",진평동,진미동,한식,박군자진주냉면
가장맛있는족발옥계점,"경상북도 구미시 산호대로29길 7-9, 1층 (옥계동)",옥계동,양포동,한식,가장맛있는족발옥계점
의정부본가부대찌개옥계점,"경상북도 구미시 흥안로1길 4, 옥계시장형 종합상가 C동 1층 103호 (옥계동)",옥계동,양포동,한식,의정부본가부대찌개옥계점
마라도,"경상북도 구미시 봉곡로 77, 1층 (봉곡동)",봉곡동,선주원남동,중식,마라도
오감도시락구미옥계점,"경상북도 구미시 흥안로2길 6-37, 1층 (옥계동)",옥계동,양포동,한식,오감도시락구미옥계점
유메노,"경상북도 구미시 인동32길 36-1, 1층 (진평동)",진평동,진미동,일식,유메노
고바우막창봉곡점,"경상북도 구미시 봉곡로 76-1, 1층 (봉곡동)",봉곡동,선주원남동,한식,고바우막창봉곡점
중화반점,"경상북도 구미시 부곡1길 36-7, 1층 (부곡동)",부곡동,선주원남동,중식,중화반점
꿈을먹인돼지행복한삼겹살,"경상북도 구미시 인동39길 22-10, 1층 (구평동)",구평동,인동동,한식,꿈을먹인돼지행복한삼겹살
지산골잔치국수진평점,"경상북도 구미시 인동24길 43, 1층 (진평동)",진평동,진미동,한식,지산골잔치국수진평점
원이네밥상,"경상북도 구미시 비산로 113, 1층 (비산동)",비산동,비산동,한식,원이네밥상
가장맛있는족발상모점,"경상북도 구미시 상사서로5길 3, 1층 (상모동)",상모동,상모사곡동,한식,가장맛있는족발상모점
예전식당,"경상북도 구미시 도개면 도안로 116, 1층",도개면,도개면,한식,예전식당
피자스쿨형곡점,"경상북도 구미시 형곡로28길 4, 1층 (형곡동)",형곡동,형곡1동,패스트푸드,피자스쿨형곡점
커피팀,"경상북도 구미시 인동22길 57-16, 1층 (진평동)",진평동,진미동,커피전문점,커피팀
학천국수,"경상북도 구미시 상사서로22길 4, 1층 (사곡동)",사곡동,상모사곡동,한식,학천국수
빵빵3단토스트,"경상북도 구미시 인동21길 22-16, 1층 (인의동, 이명빌딩)",인의동,인동동,패스트푸드,빵빵3단토스트
본도시락구미역점,"경상북도 구미시 구미중앙로 132, 1층 (원평동)",원평동,원평동,한식,본도시락구미역점
낭만쭈꾸미구미역점,"경상북도 구미시 역전로 15, 2층 (원평동)",원평동,원평동,한식,낭만쭈꾸미구미역점
가장맛있는족발봉곡점,"경상북도 구미시 봉곡로 52, 1층 (봉곡동, 가동)",봉곡동,선주원남동,한식,가장맛있는족발봉곡점
대구통닭진평점,"경상북도 구미시 인동26길 19, 1층 (진평동)",진평동,진미동,패스트푸드,대구통닭진평점
오로정한우국밥,"경상북도 구미시 고아읍 선산대로 1217, 1층",고아읍,고아읍,한식,오로정한우국밥
원평중앙식당,"경상북도 구미시 구미중앙로11길 18, 2층 (원평동)",원평동,원평동,한식,원평중앙식당
사랑한다면어탕국수5공단점,"경상북도 구미시 산동읍 강동로 965, 1층",산동읍,산동읍,한식,사랑한다면어탕국수5공단점
온천골한우가마솥국밥옥계점,"경상북도 구미시 산동읍 산호대로41길 23, 1동 1층",산동읍,산동읍,한식,온천골한우가마솥국밥옥계점
큰집막창신평점,"경상북도 구미시 구미대로 406-1, 1층 (신평동)",신평동,신평1동,한식,큰집막창신평점
설빙구미원평점,"경상북도 구미시 문화로 10, 2,3층 (원평동)",원평동,원평동,제과점/아이스크림,설빙구미원평점
엄딸어탕칼국수본점,"경상북도 구미시 산호대로32길 8, 1층 (옥계동)",옥계동,양포동,한식,엄딸어탕칼국수본점
피자에땅구미옥계점,"경상북도 구미시 옥계남로 76-23, 1층 (옥계동)",옥계동,양포동,패스트푸드,피자에땅구미옥계점
울릉도식당봉곡점,"경상북도 구미시 봉곡로22길 24, 1층 (봉곡동)",봉곡동,선주원남동,한식,울릉도식당봉곡점
미정김밥천국,"경상북도 구미시 산동읍 산호대로41길 16, 1층",산동읍,산동읍,한식,미정김밥천국
피자스쿨,"경상북도 구미시 도봉로 76-47, 1층 (도량동)",도량동,도량동,패스트푸드,피자스쿨
불닭발동대문엽기떡볶이옥계점,"경상북도 구미시 산호대로29길 8-3, 1층 102호 (옥계동)",옥계동,양포동,한식,불닭발동대문엽기떡볶이옥계점
한우리곱창,"경상북도 구미시 인동남길 4, 1층 (진평동)",진평동,진미동,한식,한우리곱창
형곡순대,"경상북도 구미시 형곡로 186, 1층 11호 (형곡동, 형곡중앙시장)",형곡동,형곡1동,한식,형곡순대
복이네분식,"경상북도 구미시 산호대로 187, 1층 109호 (공단동)",공단동,공단동,한식,복이네분식
우리마을족발,"경상북도 구미시 고아읍 들성로9길 20-33, 1층",고아읍,고아읍,한식,우리마을족발
맘스터치옥계점,"경상북도 구미시 옥계북로 26, 1층 (옥계동)",옥계동,양포동,패스트푸드,맘스터치옥계점
설빙인동점,"경상북도 구미시 인동중앙로 36-10, 2층 (인의동)",인의동,인동동,제과점/아이스크림,설빙인동점
신불떡볶이오태북삼점,"경상북도 구미시 금오대로16길 2, 1층 (오태동)",오태동,임오동,한식,신불떡볶이오태북삼점
고반식당금오산점,"경상북도 구미시 금오산로14길 3, 1층 (원평동)",원평동,원평동,한식,고반식당금오산점
리디아의 정원에서 커피한잔,"경상북도 구미시 경은로 100, 1층 106호 (형곡동, 반석드림파크)",형곡동,형곡1동,커피전문점,리디아의정원에서커피한잔
200도시락,"경상북도 구미시 인동28길 61-9, 1층 (진평동)",진평동,진미동,한식,200도시락
피자하우스,"경상북도 구미시 금오산로 339, 1층 (남통동, 금오랜드)",남통동,선주원남동,패스트푸드,피자하우스
팔공산돌곱창,"경상북도 구미시 고아읍 들성로 89, 1동 1층 101호",고아읍,고아읍,한식,팔공산돌곱창
행복한식당,"경상북도 구미시 도개면 도안로 111-1, 1층",도개면,도개면,한식,행복한식당
동원식당,"경상북도 구미시 고아읍 대평길 172, 1층",고아읍,고아읍,한식,동원식당
와따김치찜상모점,"경상북도 구미시 박정희로 90-15, 1층 (상모동)",상모동,상모사곡동,한식,와따김치찜상모점
도도춘천닭갈비,"경상북도 구미시 인동35길 22-18, 1층 (구평동)",구평동,인동동,한식,도도춘천닭갈비
미미관마라탕,"경상북도 구미시 문화로 13-1, 2층 (원평동)",원평동,원평동,중식,미미관마라탕
또또또짬뽕전문점,"경상북도 구미시 고아읍 선산대로 691, 1동 1층",고아읍,고아읍,중식,또또또짬뽕전문점
동대문엽기떡볶이인동점,"경상북도 구미시 인동16길 24-1, 1층 (진평동)",진평동,진미동,한식,동대문엽기떡볶이인동점
왕뚜껑찜닭,"경상북도 구미시 문장로 154-1, 1층 (도량동)",도량동,도량동,한식,왕뚜껑찜닭
와룡칼국수,"경상북도 구미시 인동20길 35, 1층 (진평동)",진평동,진미동,한식,와룡칼국수
대한국밥구미봉곡로점,"경상북도 구미시 봉곡로 19, A동 1층 (선기동)",선기동,선주원남동,한식,대한국밥구미봉곡로점
귀한족발,"경상북도 구미시 인동25길 16, 1층 (인의동)",인의동,인동동,한식,귀한족발
통뼈감자탕찜비산점,"경상북도 구미시 비산로5길 22, 1층 (비산동)",비산동,비산동,한식,통뼈감자탕찜비산점
국집식당,"경상북도 구미시 칠성로6길 50, 1층 104호 (신평동)",신평동,신평1동,한식,국집식당
이원출갈비탕갈비찜,"경상북도 구미시 고아읍 들성로 89, 105호",고아읍,고아읍,한식,이원출갈비탕갈비찜
로드커피,"경상북도 구미시 1공단로7길 91, 103호 (공단동)",공단동,공단동,커피전문점,로드커피
금오옥숯불갈비,"경상북도 구미시 금오시장로1길 14, 2층 (원평동)",원평동,원평동,한식,금오옥숯불갈비
네네치킨원평점,"경상북도 구미시 금오산로22길 15-14, 1층 (원평동)",원평동,원평동,패스트푸드,네네치킨원평점
한다리왕족발보쌈,"경상북도 구미시 산동읍 산호대로41길 14-13, 1층",산동읍,산동읍,한식,한다리왕족발보쌈
금오산궁중백숙,"경상북도 구미시 공원로 28, 2층 (남통동)",남통동,선주원남동,한식,금오산궁중백숙
일성보리밥칼국수,"경상북도 구미시 구미중앙로25길 27, 1층 (원평동)",원평동,원평동,한식,일성보리밥칼국수
국밥사랑,"경상북도 구미시 선산읍 단계동길 22-14, 1층",선산읍,선산읍,한식,국밥사랑
2피자1치킨상회봉곡원평점,"경상북도 구미시 봉곡로18길 33, 1동 1층 (봉곡동)",봉곡동,선주원남동,패스트푸드,2피자1치킨상회봉곡원평점
산장가든,"경상북도 구미시 해평면 도리사로 398-5, 1층",해평면,해평면,한식,산장가든
송가네빨간분식,"경상북도 구미시 구미중앙로 79, 1층 (원평동)",원평동,원평동,한식,송가네빨간분식
김가네불족발왕족발,"경상북도 구미시 산업로2길 50-1, 1층 (원평동)",원평동,원평동,한식,김가네불족발왕족발
라신당마라탕구미구평점,"경상북도 구미시 인동36길 9, 1층 (구평동)",구평동,인동동,중식,라신당마라탕구미구평점
덕촌가든,"경상북도 구미시 옥성면 선상서로 592-5, 1층",옥성면,옥성면,한식,덕촌가든
김밥천국구미공단점,"경상북도 구미시 1공단로 182, 102호 (공단동, 금오빌딩)",공단동,공단동,한식,김밥천국구미공단점
철수김밥상모점,"경상북도 구미시 상모로 48, 1층 (상모동)",상모동,상모사곡동,한식,철수김밥상모점
이웃집소녀떡볶이,"경상북도 구미시 인동36길 16, 1층 (진평동)",진평동,진미동,한식,이웃집소녀떡볶이
디디치킨상모점,"경상북도 구미시 상사서로 39-13, 101호 (상모동, 심플하우스)",상모동,상모사곡동,패스트푸드,디디치킨상모점
일미리금계찜닭구미역점,"경상북도 구미시 원남로 84, 1층 (원평동)",원평동,원평동,한식,일미리금계찜닭구미역점
더맛있는국밥앤김치찜,"경상북도 구미시 흥안로1길 4, C동 105호 (옥계동, 옥계동시장형 종합상가)",옥계동,양포동,한식,더맛있는국밥앤김치찜
국밥엔,"경상북도 구미시 상사동로 91-16, 1층 102호 (임은동, 화성스위트빌)",임은동,임오동,한식,국밥엔
현대휴게소식당,"경상북도 구미시 지산23안길 4-3, 1층 (지산동)",지산동,지산동,한식,현대휴게소식당
동해식당,"경상북도 구미시 구미중앙로7길 2, 1층 (원평동)",원평동,원평동,한식,동해식당
차이나팬,"경상북도 구미시 야은로 296, 금오G7스퀘어 2층 6호 (봉곡동)",봉곡동,선주원남동,중식,차이나팬
마왕족발인동진평점,"경상북도 구미시 인동28길 19-9, 1층 (진평동)",진평동,진미동,한식,마왕족발인동진평점
피자스쿨상모초교점,"경상북도 구미시 상사동로 58, 1층 (임은동)",임은동,임오동,패스트푸드,피자스쿨상모초교점
올뉴충무김밥,"경상북도 구미시 상사동로 122, 1층 (사곡동)",사곡동,상모사곡동,한식,올뉴충무김밥
오사케,"경상북도 구미시 봉곡동로 13-1, 1층 (봉곡동)",봉곡동,선주원남동,일식,오사케
대구리왕족발봉곡도량점,"경상북도 구미시 봉곡남로 153, 1층 (봉곡동)",봉곡동,선주원남동,한식,대구리왕족발봉곡도량점
옛날시장통닭인의점,"경상북도 구미시 인동중앙로8길 31, 1층 (인의동)",인의동,인동동,패스트푸드,옛날시장통닭인의점
선비꼬마김밥상모사곡점,"경상북도 구미시 상사서로 45, 1층 (상모동)",상모동,상모사곡동,한식,선비꼬마김밥상모사곡점
청도가마솥추어탕본점,"경상북도 구미시 고아읍 들성로13길 6-45, 1층",고아읍,고아읍,한식,청도가마솥추어탕본점
서래칼국수,"경상북도 구미시 산동읍 산호대로41길 14-13, 1층",산동읍,산동읍,한식,서래칼국수
조선의옛날통닭사곡점,"경상북도 구미시 상사서로 129, 1층 (사곡동)",사곡동,상모사곡동,패스트푸드,조선의옛날통닭사곡점
샘천식당,"경상북도 구미시 상사동로 143, 109호 (사곡동)",사곡동,상모사곡동,한식,샘천식당
장수식당,"경상북도 구미시 해평면 해평시장3길 7, 1층",해평면,해평면,한식,장수식당
옛날시골통닭옥계점,"경상북도 구미시 산호대로25길 4-3, 1층 (옥계동)",옥계동,양포동,패스트푸드,옛날시골통닭옥계점
탱야족발,"경상북도 구미시 금오대로2길 66, 1층 (오태동)",오태동,임오동,한식,탱야족발
치킨매니아앤공주떡볶이,"경상북도 구미시 금오대로16길 3, 1층 106호 (오태동)",오태동,임오동,패스트푸드,치킨매니아앤공주떡볶이
한쇼우스시본점,"경상북도 구미시 고아읍 들성로 197, 2층",고아읍,고아읍,일식,한쇼우스시본점
오엘분식,"경상북도 구미시 1공단로 197-7, 파라디아아파트 502동 1층 103호 (공단동)",공단동,공단동,한식,오엘분식
낭만쏘가리매운탕,"경상북도 구미시 봉곡로21길 9, 1층 (봉곡동)",봉곡동,선주원남동,한식,낭만쏘가리매운탕
페리카나치킨송정점,"경상북도 구미시 신시로14길 14, 1층 (송정동)",송정동,송정동,패스트푸드,페리카나치킨송정점
일송정숯불갈비,"경상북도 구미시 고아읍 들성로11길 14, 1동 1층",고아읍,고아읍,한식,일송정숯불갈비
중화요리북경반점,"경상북도 구미시 상사서로12길 5-1, 1층 (사곡동)",사곡동,상모사곡동,중식,중화요리북경반점
무순식당,"경상북도 구미시 선산읍 단계동길 30, 1층",선산읍,선산읍,한식,무순식당
추억의옛날삼겹살,"경상북도 구미시 구미대로 399, 119-1호 (신평동, 신평상가)",신평동,신평1동,한식,추억의옛날삼겹살
손가네숯불갈비살,"경상북도 구미시 임은5길 3, 1층 (임은동)",임은동,임오동,한식,손가네숯불갈비살
정동진식당,"경상북도 구미시 선산읍 선산중앙로8길 18, 1층",선산읍,선산읍,한식,정동진식당
감성족발상모사곡점,"경상북도 구미시 사곡로5길 29, 1층 (사곡동)",사곡동,상모사곡동,한식,감성족발상모사곡점
고봉민김밥오태점,"경상북도 구미시 금오대로 291, A동 1층 (오태동)",오태동,임오동,한식,고봉민김밥오태점
낭만쭈꾸미옥계점,"경상북도 구미시 산호대로29길 7-26, 1층 (옥계동)",옥계동,양포동,한식,낭만쭈꾸미옥계점
옛날시골통닭(임은점),"경상북도 구미시 임은길 30, 1층 (임은동)",임은동,임오동,패스트푸드,옛날시골통닭(임은점)
분식마트,"경상북도 구미시 인동중앙로 50, 105호 (인의동)",인의동,인동동,한식,분식마트
세븐치킨인동점,"경상북도 구미시 인동28길 39, 1층 (진평동)",진평동,진미동,패스트푸드,세븐치킨인동점
진주네밥상,"경상북도 구미시 해평면 도리사로 403, F동 1층",해평면,해평면,한식,진주네밥상
피자빅옥계인동점,"경상북도 구미시 산호대로24길 9-11, 1층 (옥계동)",옥계동,양포동,패스트푸드,피자빅옥계인동점
히어로선산곱창,"경상북도 구미시 백산로 76, 1층 (송정동)",송정동,송정동,한식,히어로선산곱창
개미생삼겹,"경상북도 구미시 선산읍 선주로 16-7, 1층",선산읍,선산읍,한식,개미생삼겹
